year,place,category,cnt
2020,창고,강간·강제추행,11
2020,역_대합실,강간·강제추행,296
2020,지하철,강간·강제추행,505
2020,기타교통수단내,강간·강제추행,1123
2020,흥행장,강간·강제추행,90
2020,유원지,강간·강제추행,193
2020,학교,강간·강제추행,190
2020,금융기관,강간·강제추행,19
2020,의료기관,강간·강제추행,338
2020,종교기관,강간·강제추행,43
2020,산야,강간·강제추행,21
2020,해상,강간·강제추행,6
2020,부대,강간·강제추행,17
2020,구금장소,강간·강제추행,11
2020,공지,강간·강제추행,1
2020,주차장,강간·강제추행,121
2020,공중화장실,강간·강제추행,76
2020,피씨방,강간·강제추행,53
2020,기타,강간·강제추행,1158
2020,아파트_연립다세대,0,77
2020,단독주택,0,64
2020,고속도로,0,0
2020,노상,0,15
2020,백화점,0,0
2020,슈퍼마켓,0,0
2020,편의점,0,1
2020,대형할인매장,0,0
2020,상점,0,0
2020,시장_노점,0,1
2020,숙박업소_목욕탕,0,39
2020,유흥접객업소,0,11
2020,사무실,0,0
2020,공장,0,0
2020,공사장_광산,0,0
2020,창고,0,0
2020,역_대합실,0,0
2020,지하철,0,0
2020,기타교통수단내,0,1
2020,흥행장,0,0
2020,유원지,0,0
2020,학교,0,4
2020,금융기관,0,0
2020,의료기관,0,0
2020,종교기관,0,0
2020,산야,0,1
2020,해상,0,0
2020,부대,0,0
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,3
2020,공중화장실,0,4
2020,피씨방,0,0
2020,기타,0,16
2020,아파트_연립다세대,0,291
2020,단독주택,0,319
2020,고속도로,0,0
2020,노상,0,181
2020,백화점,0,2
2020,슈퍼마켓,0,3
2020,편의점,0,3
2020,대형할인매장,0,0
2020,상점,0,20
2020,시장_노점,0,31
2020,숙박업소_목욕탕,0,46
2020,유흥접객업소,0,56
2020,사무실,0,47
2020,공장,0,13
2020,공사장_광산,0,10
2020,창고,0,8
2020,역_대합실,0,3
2020,지하철,0,1
2020,기타교통수단내,0,5
2020,흥행장,0,0
2020,유원지,0,13
2020,학교,0,11
2020,금융기관,0,5
2020,의료기관,0,13
2020,종교기관,0,13
2020,산야,0,13
2020,해상,0,2
2020,부대,0,0
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,33
2020,공중화장실,0,9
2020,피씨방,0,2
2020,기타,0,75
2020,아파트_연립다세대,절도,16697
2020,단독주택,절도,10196
2020,고속도로,절도,161
2020,노상,절도,46861
2020,백화점,절도,2695
2020,슈퍼마켓,절도,9273
2020,편의점,절도,5944
2020,대형할인매장,절도,3065
2020,상점,절도,13629
2020,시장_노점,절도,3951
2020,숙박업소_목욕탕,절도,4325
2020,유흥접객업소,절도,12641
2020,사무실,절도,3323
2020,공장,절도,1264
2020,공사장_광산,절도,1175
2020,창고,절도,1068
2020,역_대합실,절도,1524
2020,지하철,절도,529
2020,기타교통수단내,절도,3767
2020,흥행장,절도,486
2020,유원지,절도,1585
2020,학교,절도,852
2020,금융기관,절도,3660
2020,의료기관,절도,1362
2020,종교기관,절도,605
2020,산야,절도,3536
2020,해상,절도,94
2020,부대,절도,12
2020,구금장소,절도,4
2020,공지,절도,58
2020,주차장,절도,10661
2020,공중화장실,절도,887
2020,피씨방,절도,2051
2020,기타,절도,11576
2020,아파트_연립다세대,폭력,4657
2020,단독주택,폭력,3240
2020,고속도로,폭력,55
2020,노상,폭력,11451
2020,백화점,폭력,20
2020,슈퍼마켓,폭력,108
2020,편의점,폭력,184
2020,대형할인매장,폭력,13
2020,상점,폭력,416
2020,시장_노점,폭력,386
2020,숙박업소_목욕탕,폭력,586
2020,유흥접객업소,폭력,5527
2020,사무실,폭력,1212
2020,공장,폭력,308
2020,공사장_광산,폭력,231
2020,창고,폭력,38
2020,역_대합실,폭력,147
2020,지하철,폭력,31
2020,기타교통수단내,폭력,250
2020,흥행장,폭력,38
2020,유원지,폭력,326
2020,학교,폭력,220
2020,금융기관,폭력,22
2020,의료기관,폭력,351
2020,종교기관,폭력,73
2020,산야,폭력,158
2020,해상,폭력,23
2020,부대,폭력,2
2020,구금장소,폭력,11
2020,공지,폭력,9
2020,주차장,폭력,747
2020,공중화장실,폭력,60
2020,피씨방,폭력,78
2020,기타,폭력,1926
2020,아파트_연립다세대,폭력,23335
2020,단독주택,폭력,13417
2020,고속도로,폭력,184
2020,노상,폭력,51704
2020,백화점,폭력,108
2020,슈퍼마켓,폭력,597
2020,편의점,폭력,1542
2020,대형할인매장,폭력,102
2020,상점,폭력,1768
2020,시장_노점,폭력,1301
2020,숙박업소_목욕탕,폭력,1801
2020,유흥접객업소,폭력,18864
2020,사무실,폭력,3304
2020,공장,폭력,687
2020,공사장_광산,폭력,576
2020,창고,폭력,95
2020,역_대합실,폭력,925
2020,지하철,폭력,449
2020,기타교통수단내,폭력,3123
2020,흥행장,폭력,147
2020,유원지,폭력,1105
2020,학교,폭력,418
2020,금융기관,폭력,96
2020,의료기관,폭력,1461
2020,종교기관,폭력,176
2020,산야,폭력,243
2020,해상,폭력,84
2020,부대,폭력,51
2020,구금장소,폭력,24
2020,공지,폭력,8
2020,주차장,폭력,3148
2020,공중화장실,폭력,244
2020,피씨방,폭력,393
2020,기타,폭력,7881
2020,아파트_연립다세대,0,210
2020,단독주택,0,132
2020,고속도로,0,6
2020,노상,0,244
2020,백화점,0,2
2020,슈퍼마켓,0,1
2020,편의점,0,4
2020,대형할인매장,0,0
2020,상점,0,15
2020,시장_노점,0,10
2020,숙박업소_목욕탕,0,110
2020,유흥접객업소,0,60
2020,사무실,0,50
2020,공장,0,3
2020,공사장_광산,0,5
2020,창고,0,2
2020,역_대합실,0,2
2020,지하철,0,0
2020,기타교통수단내,0,152
2020,흥행장,0,5
2020,유원지,0,6
2020,학교,0,10
2020,금융기관,0,2
2020,의료기관,0,33
2020,종교기관,0,7
2020,산야,0,2
2020,해상,0,0
2020,부대,0,1
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,19
2020,공중화장실,0,1
2020,피씨방,0,3
2020,기타,0,112
2020,아파트_연립다세대,폭력,4511
2020,단독주택,폭력,3192
2020,고속도로,폭력,106
2020,노상,폭력,6526
2020,백화점,폭력,11
2020,슈퍼마켓,폭력,75
2020,편의점,폭력,241
2020,대형할인매장,폭력,11
2020,상점,폭력,271
2020,시장_노점,폭력,144
2020,숙박업소_목욕탕,폭력,191
2020,유흥접객업소,폭력,1467
2020,사무실,폭력,729
2020,공장,폭력,61
2020,공사장_광산,폭력,48
2020,창고,폭력,7
2020,역_대합실,폭력,44
2020,지하철,폭력,15
2020,기타교통수단내,폭력,112
2020,흥행장,폭력,15
2020,유원지,폭력,101
2020,학교,폭력,77
2020,금융기관,폭력,11
2020,의료기관,폭력,141
2020,종교기관,폭력,45
2020,산야,폭력,64
2020,해상,폭력,11
2020,부대,폭력,6
2020,구금장소,폭력,5
2020,공지,폭력,0
2020,주차장,폭력,254
2020,공중화장실,폭력,4
2020,피씨방,폭력,39
2020,기타,폭력,2679
2020,아파트_연립다세대,0,38
2020,단독주택,0,23
2020,고속도로,0,0
2020,노상,0,78
2020,백화점,0,0
2020,슈퍼마켓,0,0
2020,편의점,0,1
2020,대형할인매장,0,0
2020,상점,0,1
2020,시장_노점,0,3
2020,숙박업소_목욕탕,0,16
2020,유흥접객업소,0,2
2020,사무실,0,2
2020,공장,0,0
2020,공사장_광산,0,0
2020,창고,0,0
2020,역_대합실,0,3
2020,지하철,0,0
2020,기타교통수단내,0,3
2020,흥행장,0,0
2020,유원지,0,6
2020,학교,0,4
2020,금융기관,0,1
2020,의료기관,0,1
2020,종교기관,0,0
2020,산야,0,0
2020,해상,0,0
2020,부대,0,0
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,2
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,26
2020,아파트_연립다세대,폭력,565
2020,단독주택,폭력,344
2020,고속도로,폭력,5
2020,노상,폭력,3401
2020,백화점,폭력,2
2020,슈퍼마켓,폭력,11
2020,편의점,폭력,26
2020,대형할인매장,폭력,1
2020,상점,폭력,90
2020,시장_노점,폭력,110
2020,숙박업소_목욕탕,폭력,147
2020,유흥접객업소,폭력,1114
2020,사무실,폭력,239
2020,공장,폭력,37
2020,공사장_광산,폭력,61
2020,창고,폭력,4
2020,역_대합실,폭력,19
2020,지하철,폭력,0
2020,기타교통수단내,폭력,41
2020,흥행장,폭력,11
2020,유원지,폭력,130
2020,학교,폭력,87
2020,금융기관,폭력,7
2020,의료기관,폭력,36
2020,종교기관,폭력,32
2020,산야,폭력,57
2020,해상,폭력,3
2020,부대,폭력,6
2020,구금장소,폭력,1
2020,공지,폭력,2
2020,주차장,폭력,219
2020,공중화장실,폭력,21
2020,피씨방,폭력,15
2020,기타,폭력,554
2020,아파트_연립다세대,0,309
2020,단독주택,0,387
2020,고속도로,0,1
2020,노상,0,665
2020,백화점,0,5
2020,슈퍼마켓,0,11
2020,편의점,0,84
2020,대형할인매장,0,1
2020,상점,0,58
2020,시장_노점,0,44
2020,숙박업소_목욕탕,0,64
2020,유흥접객업소,0,160
2020,사무실,0,297
2020,공장,0,13
2020,공사장_광산,0,21
2020,창고,0,1
2020,역_대합실,0,8
2020,지하철,0,1
2020,기타교통수단내,0,25
2020,흥행장,0,5
2020,유원지,0,40
2020,학교,0,29
2020,금융기관,0,23
2020,의료기관,0,29
2020,종교기관,0,7
2020,산야,0,4
2020,해상,0,0
2020,부대,0,4
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,36
2020,공중화장실,0,5
2020,피씨방,0,47
2020,기타,0,2897
2020,아파트_연립다세대,0,7567
2020,단독주택,0,4573
2020,고속도로,0,37
2020,노상,0,22936
2020,백화점,0,24
2020,슈퍼마켓,0,127
2020,편의점,0,286
2020,대형할인매장,0,27
2020,상점,0,977
2020,시장_노점,0,853
2020,숙박업소_목욕탕,0,1669
2020,유흥접객업소,0,3568
2020,사무실,0,784
2020,공장,0,175
2020,공사장_광산,0,227
2020,창고,0,94
2020,역_대합실,0,161
2020,지하철,0,33
2020,기타교통수단내,0,196
2020,흥행장,0,36
2020,유원지,0,162
2020,학교,0,123
2020,금융기관,0,104
2020,의료기관,0,142
2020,종교기관,0,161
2020,산야,0,1425
2020,해상,0,93
2020,부대,0,3
2020,구금장소,0,2
2020,공지,0,25
2020,주차장,0,7765
2020,공중화장실,0,139
2020,피씨방,0,153
2020,기타,0,3544
2020,아파트_연립다세대,0,4
2020,단독주택,0,8
2020,고속도로,0,1
2020,노상,0,65
2020,백화점,0,0
2020,슈퍼마켓,0,0
2020,편의점,0,0
2020,대형할인매장,0,0
2020,상점,0,1
2020,시장_노점,0,0
2020,숙박업소_목욕탕,0,3
2020,유흥접객업소,0,3
2020,사무실,0,407
2020,공장,0,3
2020,공사장_광산,0,6
2020,창고,0,0
2020,역_대합실,0,0
2020,지하철,0,0
2020,기타교통수단내,0,1
2020,흥행장,0,0
2020,유원지,0,3
2020,학교,0,8
2020,금융기관,0,1
2020,의료기관,0,4
2020,종교기관,0,0
2020,산야,0,9
2020,해상,0,0
2020,부대,0,2
2020,구금장소,0,5
2020,공지,0,1
2020,주차장,0,2
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,193
2020,아파트_연립다세대,0,11
2020,단독주택,0,12
2020,고속도로,0,0
2020,노상,0,83
2020,백화점,0,0
2020,슈퍼마켓,0,1
2020,편의점,0,1
2020,대형할인매장,0,0
2020,상점,0,2
2020,시장_노점,0,1
2020,숙박업소_목욕탕,0,3
2020,유흥접객업소,0,4
2020,사무실,0,370
2020,공장,0,0
2020,공사장_광산,0,2
2020,창고,0,0
2020,역_대합실,0,2
2020,지하철,0,1
2020,기타교통수단내,0,3
2020,흥행장,0,0
2020,유원지,0,1
2020,학교,0,20
2020,금융기관,0,2
2020,의료기관,0,4
2020,종교기관,0,2
2020,산야,0,2
2020,해상,0,1
2020,부대,0,1
2020,구금장소,0,9
2020,공지,0,0
2020,주차장,0,4
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,182
2020,아파트_연립다세대,0,0
2020,단독주택,0,5
2020,고속도로,0,0
2020,노상,0,13
2020,백화점,0,0
2020,슈퍼마켓,0,1
2020,편의점,0,0
2020,대형할인매장,0,0
2020,상점,0,1
2020,시장_노점,0,1
2020,숙박업소_목욕탕,0,1
2020,유흥접객업소,0,18
2020,사무실,0,130
2020,공장,0,1
2020,공사장_광산,0,2
2020,창고,0,0
2020,역_대합실,0,0
2020,지하철,0,0
2020,기타교통수단내,0,1
2020,흥행장,0,2
2020,유원지,0,2
2020,학교,0,26
2020,금융기관,0,2
2020,의료기관,0,2
2020,종교기관,0,0
2020,산야,0,1
2020,해상,0,0
2020,부대,0,2
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,4
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,74
2020,아파트_연립다세대,0,2
2020,단독주택,0,3
2020,고속도로,0,2
2020,노상,0,29
2020,백화점,0,1
2020,슈퍼마켓,0,22
2020,편의점,0,19
2020,대형할인매장,0,0
2020,상점,0,32
2020,시장_노점,0,12
2020,숙박업소_목욕탕,0,5
2020,유흥접객업소,0,11
2020,사무실,0,14
2020,공장,0,0
2020,공사장_광산,0,0
2020,창고,0,0
2020,역_대합실,0,3
2020,지하철,0,0
2020,기타교통수단내,0,4
2020,흥행장,0,0
2020,유원지,0,0
2020,학교,0,1
2020,금융기관,0,365
2020,의료기관,0,4
2020,종교기관,0,0
2020,산야,0,0
2020,해상,0,0
2020,부대,0,0
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,0
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,97
2020,아파트_연립다세대,0,307
2020,단독주택,0,289
2020,고속도로,0,10
2020,노상,0,689
2020,백화점,0,1
2020,슈퍼마켓,0,20
2020,편의점,0,192
2020,대형할인매장,0,9
2020,상점,0,342
2020,시장_노점,0,76
2020,숙박업소_목욕탕,0,28
2020,유흥접객업소,0,378
2020,사무실,0,4257
2020,공장,0,18
2020,공사장_광산,0,22
2020,창고,0,1
2020,역_대합실,0,7
2020,지하철,0,0
2020,기타교통수단내,0,9
2020,흥행장,0,3
2020,유원지,0,7
2020,학교,0,41
2020,금융기관,0,139
2020,의료기관,0,80
2020,종교기관,0,19
2020,산야,0,21
2020,해상,0,50
2020,부대,0,10
2020,구금장소,0,3
2020,공지,0,1
2020,주차장,0,86
2020,공중화장실,0,0
2020,피씨방,0,17
2020,기타,0,4401
2020,아파트_연립다세대,0,1
2020,단독주택,0,0
2020,고속도로,0,0
2020,노상,0,5
2020,백화점,0,0
2020,슈퍼마켓,0,1
2020,편의점,0,1
2020,대형할인매장,0,0
2020,상점,0,2
2020,시장_노점,0,2
2020,숙박업소_목욕탕,0,0
2020,유흥접객업소,0,4
2020,사무실,0,31
2020,공장,0,1
2020,공사장_광산,0,0
2020,창고,0,0
2020,역_대합실,0,0
2020,지하철,0,0
2020,기타교통수단내,0,0
2020,흥행장,0,0
2020,유원지,0,0
2020,학교,0,0
2020,금융기관,0,9
2020,의료기관,0,0
2020,종교기관,0,0
2020,산야,0,0
2020,해상,0,0
2020,부대,0,0
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,0
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,27
2020,아파트_연립다세대,0,12365
2020,단독주택,0,18366
2020,고속도로,0,1161
2020,노상,0,36460
2020,백화점,0,145
2020,슈퍼마켓,0,395
2020,편의점,0,1266
2020,대형할인매장,0,71
2020,상점,0,5388
2020,시장_노점,0,1746
2020,숙박업소_목욕탕,0,1424
2020,유흥접객업소,0,21123
2020,사무실,0,40892
2020,공장,0,1266
2020,공사장_광산,0,2015
2020,창고,0,113
2020,역_대합실,0,441
2020,지하철,0,78
2020,기타교통수단내,0,1669
2020,흥행장,0,134
2020,유원지,0,180
2020,학교,0,233
2020,금융기관,0,5259
2020,의료기관,0,1741
2020,종교기관,0,194
2020,산야,0,393
2020,해상,0,75
2020,부대,0,47
2020,구금장소,0,13
2020,공지,0,16
2020,주차장,0,821
2020,공중화장실,0,2
2020,피씨방,0,402
2020,기타,0,191781
2020,아파트_연립다세대,0,1991
2020,단독주택,0,1035
2020,고속도로,0,151
2020,노상,0,22669
2020,백화점,0,253
2020,슈퍼마켓,0,641
2020,편의점,0,989
2020,대형할인매장,0,214
2020,상점,0,1425
2020,시장_노점,0,647
2020,숙박업소_목욕탕,0,348
2020,유흥접객업소,0,2002
2020,사무실,0,5582
2020,공장,0,311
2020,공사장_광산,0,206
2020,창고,0,91
2020,역_대합실,0,1766
2020,지하철,0,801
2020,기타교통수단내,0,3277
2020,흥행장,0,142
2020,유원지,0,950
2020,학교,0,184
2020,금융기관,0,759
2020,의료기관,0,337
2020,종교기관,0,72
2020,산야,0,130
2020,해상,0,57
2020,부대,0,3
2020,구금장소,0,0
2020,공지,0,8
2020,주차장,0,930
2020,공중화장실,0,1076
2020,피씨방,0,236
2020,기타,0,9606
2020,아파트_연립다세대,0,175
2020,단독주택,0,79
2020,고속도로,0,0
2020,노상,0,192
2020,백화점,0,6
2020,슈퍼마켓,0,5
2020,편의점,0,4
2020,대형할인매장,0,4
2020,상점,0,46
2020,시장_노점,0,21
2020,숙박업소_목욕탕,0,16
2020,유흥접객업소,0,59
2020,사무실,0,1778
2020,공장,0,50
2020,공사장_광산,0,44
2020,창고,0,7
2020,역_대합실,0,0
2020,지하철,0,0
2020,기타교통수단내,0,0
2020,흥행장,0,4
2020,유원지,0,4
2020,학교,0,20
2020,금융기관,0,66
2020,의료기관,0,16
2020,종교기관,0,19
2020,산야,0,23
2020,해상,0,1
2020,부대,0,1
2020,구금장소,0,0
2020,공지,0,3
2020,주차장,0,4
2020,공중화장실,0,0
2020,피씨방,0,6
2020,기타,0,1439
2020,아파트_연립다세대,0,1555
2020,단독주택,0,1156
2020,고속도로,0,5
2020,노상,0,2182
2020,백화점,0,30
2020,슈퍼마켓,0,61
2020,편의점,0,100
2020,대형할인매장,0,24
2020,상점,0,182
2020,시장_노점,0,124
2020,숙박업소_목욕탕,0,743
2020,유흥접객업소,0,267
2020,사무실,0,391
2020,공장,0,6
2020,공사장_광산,0,1
2020,창고,0,2
2020,역_대합실,0,541
2020,지하철,0,401
2020,기타교통수단내,0,233
2020,흥행장,0,12
2020,유원지,0,161
2020,학교,0,155
2020,금융기관,0,8
2020,의료기관,0,61
2020,종교기관,0,6
2020,산야,0,14
2020,해상,0,0
2020,부대,0,8
2020,구금장소,0,0
2020,공지,0,3
2020,주차장,0,47
2020,공중화장실,0,1025
2020,피씨방,0,91
2020,기타,0,4902
2020,아파트_연립다세대,0,329
2020,단독주택,0,794
2020,고속도로,0,0
2020,노상,0,105
2020,백화점,0,0
2020,슈퍼마켓,0,6
2020,편의점,0,2
2020,대형할인매장,0,0
2020,상점,0,109
2020,시장_노점,0,89
2020,숙박업소_목욕탕,0,48
2020,유흥접객업소,0,469
2020,사무실,0,2211
2020,공장,0,15
2020,공사장_광산,0,0
2020,창고,0,33
2020,역_대합실,0,2
2020,지하철,0,0
2020,기타교통수단내,0,2
2020,흥행장,0,15
2020,유원지,0,38
2020,학교,0,11
2020,금융기관,0,4
2020,의료기관,0,2
2020,종교기관,0,1
2020,산야,0,19
2020,해상,0,2
2020,부대,0,16
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,5
2020,공중화장실,0,0
2020,피씨방,0,155
2020,기타,0,3653
2020,아파트_연립다세대,0,1471
2020,단독주택,0,1068
2020,고속도로,0,31
2020,노상,0,4856
2020,백화점,0,38
2020,슈퍼마켓,0,500
2020,편의점,0,1424
2020,대형할인매장,0,59
2020,상점,0,2092
2020,시장_노점,0,821
2020,숙박업소_목욕탕,0,664
2020,유흥접객업소,0,8417
2020,사무실,0,7713
2020,공장,0,497
2020,공사장_광산,0,409
2020,창고,0,39
2020,역_대합실,0,215
2020,지하철,0,33
2020,기타교통수단내,0,478
2020,흥행장,0,53
2020,유원지,0,78
2020,학교,0,97
2020,금융기관,0,1068
2020,의료기관,0,791
2020,종교기관,0,82
2020,산야,0,117
2020,해상,0,11
2020,부대,0,2
2020,구금장소,0,0
2020,공지,0,4
2020,주차장,0,216
2020,공중화장실,0,2
2020,피씨방,0,127
2020,기타,0,14353
2020,아파트_연립다세대,0,883
2020,단독주택,0,1982
2020,고속도로,0,5
2020,노상,0,1771
2020,백화점,0,4
2020,슈퍼마켓,0,4
2020,편의점,0,52
2020,대형할인매장,0,0
2020,상점,0,139
2020,시장_노점,0,36
2020,숙박업소_목욕탕,0,849
2020,유흥접객업소,0,221
2020,사무실,0,207
2020,공장,0,67
2020,공사장_광산,0,1
2020,창고,0,3
2020,역_대합실,0,54
2020,지하철,0,5
2020,기타교통수단내,0,174
2020,흥행장,0,3
2020,유원지,0,17
2020,학교,0,3
2020,금융기관,0,221
2020,의료기관,0,350
2020,종교기관,0,3
2020,산야,0,336
2020,해상,0,0
2020,부대,0,1
2020,구금장소,0,0
2020,공지,0,4
2020,주차장,0,104
2020,공중화장실,0,31
2020,피씨방,0,11
2020,기타,0,1645
2020,아파트_연립다세대,0,1083
2020,단독주택,0,638
2020,고속도로,0,3
2020,노상,0,983
2020,백화점,0,4
2020,슈퍼마켓,0,75
2020,편의점,0,41
2020,대형할인매장,0,5
2020,상점,0,865
2020,시장_노점,0,475
2020,숙박업소_목욕탕,0,280
2020,유흥접객업소,0,3975
2020,사무실,0,1041
2020,공장,0,101
2020,공사장_광산,0,1
2020,창고,0,19
2020,역_대합실,0,11
2020,지하철,0,4
2020,기타교통수단내,0,4
2020,흥행장,0,15
2020,유원지,0,20
2020,학교,0,10
2020,금융기관,0,3
2020,의료기관,0,1161
2020,종교기관,0,76
2020,산야,0,60
2020,해상,0,287
2020,부대,0,0
2020,구금장소,0,0
2020,공지,0,2
2020,주차장,0,22
2020,공중화장실,0,0
2020,피씨방,0,64
2020,기타,0,3267
2020,아파트_연립다세대,0,11
2020,단독주택,0,14
2020,고속도로,0,2
2020,노상,0,589
2020,백화점,0,0
2020,슈퍼마켓,0,6
2020,편의점,0,0
2020,대형할인매장,0,0
2020,상점,0,20
2020,시장_노점,0,4
2020,숙박업소_목욕탕,0,4
2020,유흥접객업소,0,4
2020,사무실,0,140
2020,공장,0,694
2020,공사장_광산,0,368
2020,창고,0,26
2020,역_대합실,0,3
2020,지하철,0,0
2020,기타교통수단내,0,10
2020,흥행장,0,3
2020,유원지,0,4
2020,학교,0,3
2020,금융기관,0,0
2020,의료기관,0,8
2020,종교기관,0,0
2020,산야,0,305
2020,해상,0,389
2020,부대,0,2
2020,구금장소,0,0
2020,공지,0,10
2020,주차장,0,7
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,942
2020,아파트_연립다세대,0,114
2020,단독주택,0,45
2020,고속도로,0,4154
2020,노상,0,342058
2020,백화점,0,0
2020,슈퍼마켓,0,1
2020,편의점,0,4
2020,대형할인매장,0,1
2020,상점,0,29
2020,시장_노점,0,59
2020,숙박업소_목욕탕,0,4
2020,유흥접객업소,0,19
2020,사무실,0,63
2020,공장,0,31
2020,공사장_광산,0,23
2020,창고,0,2
2020,역_대합실,0,39
2020,지하철,0,1
2020,기타교통수단내,0,60
2020,흥행장,0,3
2020,유원지,0,13
2020,학교,0,6
2020,금융기관,0,1
2020,의료기관,0,11
2020,종교기관,0,3
2020,산야,0,49
2020,해상,0,119
2020,부대,0,3
2020,구금장소,0,0
2020,공지,0,4
2020,주차장,0,826
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,980
2020,아파트_연립다세대,0,8
2020,단독주택,0,8
2020,고속도로,0,0
2020,노상,0,23
2020,백화점,0,0
2020,슈퍼마켓,0,0
2020,편의점,0,1
2020,대형할인매장,0,0
2020,상점,0,4
2020,시장_노점,0,1
2020,숙박업소_목욕탕,0,3
2020,유흥접객업소,0,53
2020,사무실,0,98
2020,공장,0,13
2020,공사장_광산,0,7
2020,창고,0,0
2020,역_대합실,0,1
2020,지하철,0,0
2020,기타교통수단내,0,9
2020,흥행장,0,0
2020,유원지,0,0
2020,학교,0,1
2020,금융기관,0,0
2020,의료기관,0,2
2020,종교기관,0,1
2020,산야,0,2
2020,해상,0,14
2020,부대,0,0
2020,구금장소,0,1
2020,공지,0,0
2020,주차장,0,0
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,106
2020,아파트_연립다세대,0,3
2020,단독주택,0,7
2020,고속도로,0,0
2020,노상,0,42
2020,백화점,0,0
2020,슈퍼마켓,0,0
2020,편의점,0,0
2020,대형할인매장,0,0
2020,상점,0,1
2020,시장_노점,0,0
2020,숙박업소_목욕탕,0,0
2020,유흥접객업소,0,1
2020,사무실,0,56
2020,공장,0,0
2020,공사장_광산,0,0
2020,창고,0,0
2020,역_대합실,0,2
2020,지하철,0,0
2020,기타교통수단내,0,0
2020,흥행장,0,1
2020,유원지,0,0
2020,학교,0,0
2020,금융기관,0,3
2020,의료기관,0,0
2020,종교기관,0,1
2020,산야,0,0
2020,해상,0,0
2020,부대,0,0
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,0
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,99
2020,아파트_연립다세대,0,17
2020,단독주택,0,19
2020,고속도로,0,0
2020,노상,0,264
2020,백화점,0,0
2020,슈퍼마켓,0,0
2020,편의점,0,0
2020,대형할인매장,0,0
2020,상점,0,3
2020,시장_노점,0,15
2020,숙박업소_목욕탕,0,1
2020,유흥접객업소,0,36
2020,사무실,0,181
2020,공장,0,0
2020,공사장_광산,0,0
2020,창고,0,0
2020,역_대합실,0,13
2020,지하철,0,1
2020,기타교통수단내,0,1
2020,흥행장,0,1
2020,유원지,0,9
2020,학교,0,11
2020,금융기관,0,1
2020,의료기관,0,2
2020,종교기관,0,35
2020,산야,0,0
2020,해상,0,0
2020,부대,0,0
2020,구금장소,0,0
2020,공지,0,0
2020,주차장,0,4
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,215
2020,아파트_연립다세대,0,345
2020,단독주택,0,672
2020,고속도로,0,0
2020,노상,0,148
2020,백화점,0,0
2020,슈퍼마켓,0,0
2020,편의점,0,0
2020,대형할인매장,0,0
2020,상점,0,4
2020,시장_노점,0,1
2020,숙박업소_목욕탕,0,10
2020,유흥접객업소,0,2
2020,사무실,0,426
2020,공장,0,1
2020,공사장_광산,0,0
2020,창고,0,0
2020,역_대합실,0,1
2020,지하철,0,1
2020,기타교통수단내,0,1
2020,흥행장,0,0
2020,유원지,0,9
2020,학교,0,8
2020,금융기관,0,0
2020,의료기관,0,3
2020,종교기관,0,0
2020,산야,0,0
2020,해상,0,1
2020,부대,0,401
2020,구금장소,0,0
2020,공지,0,3
2020,주차장,0,0
2020,공중화장실,0,0
2020,피씨방,0,0
2020,기타,0,1808
2020,아파트_연립다세대,0,17930
2020,단독주택,0,15522
2020,고속도로,0,1267
2020,노상,0,43020
2020,백화점,0,94
2020,슈퍼마켓,0,687
2020,편의점,0,1925
2020,대형할인매장,0,68
2020,상점,0,3224
2020,시장_노점,0,1548
2020,숙박업소_목욕탕,0,2535
2020,유흥접객업소,0,14713
2020,사무실,0,23364
2020,공장,0,2210
2020,공사장_광산,0,1323
2020,창고,0,463
2020,역_대합실,0,1919
2020,지하철,0,197
2020,기타교통수단내,0,1006
2020,흥행장,0,303
2020,유원지,0,874
2020,학교,0,1493
2020,금융기관,0,264
2020,의료기관,0,2081
2020,종교기관,0,566
2020,산야,0,2842
2020,해상,0,24156
2020,부대,0,131
2020,구금장소,0,28
2020,공지,0,90
2020,주차장,0,1673
2020,공중화장실,0,212
2020,피씨방,0,1361
2020,기타,0,72740
2021,아파트_연립다세대,살인,92
2021,단독주택,살인,57
2021,고속도로,살인,1
2021,노상,살인,43
